fiscal_year,Query_Run_Date,SubCustomer,ServicesCategory,CompetitionClassification,ClassifyNumberOfOffers,SumOfobligatedAmount,SumOfnumberOfActions
2012,18:19.4,Navy,Products,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,43596318.99,583
2012,18:19.4,Navy,R&D,Limited Competition with multiple offers,10-24 Offers,93847861.53,710
2012,18:19.4,Navy,R&D,Limited Competition with multiple offers,5-9 Offers,75628760.16,551
2012,18:19.4,Navy,R&D,No Competition (Only One Source Exception),No competition,3196306162,1746
2012,18:19.4,Other DoD,ERS,No Competition (Other Exception),No competition,-5220656.77,226
2012,18:19.4,Other DoD,ERS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,7110.38,5
2012,18:19.4,Other DoD,FRS&C,Limited Competition with multiple offers,Two Offers,28894497.91,91
2012,18:19.4,Other DoD,Fuel,Competition with single offer,One Offer,13576.04,1
2012,18:19.4,Other DoD,ICT,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2012,18:19.4,Other DoD,MED,No Competition (Only One Source Exception),No competition,2799178.89,22
2012,18:19.4,Other DoD,PAMS,Full Competition (Multiple Offers),25-99 Offers,48581032.31,207
2012,18:19.4,Other DoD,PAMS,Limited Competition with multiple offers,100+ Offers,-120024.26,19
2012,18:19.4,Other DoD,PAMS,Limited Competition with multiple offers,3-4 Offers,759275738.1,1800
2012,18:19.4,Other DoD,PAMS,No Competition (Unlabeled Exception),No competition,-1578779.54,46
2012,18:19.4,Other DoD,Products,Competition with single offer,One Offer,146853410.6,2218
2012,18:19.4,Other DoD,Products,Full Competition (Multiple Offers),3-4 Offers,41582585.42,605
2012,18:19.4,Other DoD,Products,No Competition (Other Exception),No competition,259495873.2,4756
2012,18:19.4,Other DoD,R&D,Full Competition (Multiple Offers),100+ Offers,33505733.13,75
2012,18:19.4,Other DoD,R&D,Full Competition (Multiple Offers),25-99 Offers,170913968.2,311
2012,18:19.4,Other DoD,R&D,Full Competition (Multiple Offers),Two Offers,79535771.59,229
2012,18:19.4,Other DoD,R&D,Limited Competition with multiple offers,3-4 Offers,1769042.73,103
2012,18:19.4,Other DoD,R&D,No Competition (Unlabeled Exception),No competition,-96041.23,10
2013,18:19.4,Air Force,ERS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,76222.1689,2
2013,18:19.4,Air Force,FRS&C,Full Competition (Multiple Offers),25-99 Offers,7182882.991,33
2013,18:19.4,Air Force,FRS&C,Full Competition (Multiple Offers),Two Offers,216357109.4,852
2013,18:19.4,Air Force,FRS&C,Limited Competition with multiple offers,3-4 Offers,580360811.9,3566
2013,18:19.4,Air Force,FRS&C,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,647817,1
2013,18:19.4,Air Force,FRS&C,No Competition (Unlabeled Exception),No competition,-979.86,1
2014,18:19.4,Army,ERS,No Competition (Unlabeled Exception),No competition,4318624.144,25
2014,18:19.4,Army,ERS,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,-447072.95,1
2014,18:19.4,Army,ERS,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,3758316.83,78
2014,18:19.4,Army,FRS&C,Full Competition (Multiple Offers),3-4 Offers,2754959304,3820
2014,18:19.4,Army,FRS&C,No Competition (Other Exception),No competition,2389535919,10740
2014,18:19.4,Army,Fuel,Full Competition (Multiple Offers),Two Offers,-11905.9863,21
2014,18:19.4,Army,ICT,Full Competition (Multiple Offers),10-24 Offers,278159492.6,408
2014,18:19.4,Army,ICT,Limited Competition with multiple offers,Two Offers,194409477.5,699
2014,18:19.4,Army,ICT,No Competition (Follow on to competed action),No competition,68661735.58,149
2014,18:19.4,Army,MED,Limited Competition with multiple offers,3-4 Offers,49338425.49,855
2014,18:19.4,Army,MED,No Competition (Unlabeled Exception),No competition,-1080,1
2014,18:19.4,Army,PAMS,Limited Competition with multiple offers,25-99 Offers,48965061.38,577
2014,18:19.4,Army,Products,Full Competition (Multiple Offers),Two Offers,1147932371,3546
2014,18:19.4,Army,Products,Limited Competition with multiple offers,10-24 Offers,111182134.7,1968
2014,18:19.4,Army,Products,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2014,18:19.4,Army,Products,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,-427330.7412,41
2014,18:19.4,Army,R&D,Limited Competition with multiple offers,25-99 Offers,22132303.13,168
2014,18:19.4,DLA,ERS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,-4253.9102,1
2014,18:19.4,DLA,FRS&C,Full Competition (Multiple Offers),3-4 Offers,299410128.4,2356
2014,18:19.4,DLA,FRS&C,No Competition (Other Exception),No competition,21815952.9,510
2014,18:19.4,DLA,Fuel,Full Competition (Multiple Offers),Two Offers,119745241.2,1572
2014,18:19.4,DLA,MED,Limited Competition with multiple offers,3-4 Offers,47853.6797,8
2014,18:19.4,DLA,Products,Full Competition (Multiple Offers),Two Offers,1347247082,67493
2014,18:19.4,DLA,Products,Limited Competition with multiple offers,10-24 Offers,1164295553,25494
2014,18:19.4,DLA,Products,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2014,18:19.4,MDA,ERS,Limited Competition with multiple offers,3-4 Offers,20125,1
2014,18:19.4,MDA,Products,Full Competition (Multiple Offers),Two Offers,51101.9102,2
2014,18:19.4,MDA,Products,No Competition (Only One Source Exception),No competition,1423810632,112
2014,18:19.4,MDA,Products,No Competition (Other Exception),No competition,37676183.48,23
2014,18:19.4,MDA,R&D,Full Competition (Multiple Offers),10-24 Offers,2342481.531,17
2014,18:19.4,MDA,R&D,Limited Competition with multiple offers,100+ Offers,29682108.38,238
2014,18:19.4,MDA,R&D,Limited Competition with multiple offers,Two Offers,-46938.9405,9
2014,18:19.4,MilitaryHealth,FRS&C,Limited Competition with multiple offers,3-4 Offers,15121,2
2014,18:19.4,MilitaryHealth,PAMS,Full Competition (Multiple Offers),5-9 Offers,40276020.55,8
2014,18:19.4,MilitaryHealth,PAMS,Full Competition (Multiple Offers),Two Offers,10672583.63,8
2014,18:19.4,MilitaryHealth,PAMS,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2014,18:19.4,MilitaryHealth,Products,Competition with single offer,One Offer,9681298.541,50
2014,18:19.4,MilitaryHealth,Products,Full Competition (Multiple Offers),3-4 Offers,1494637.141,7
2014,18:19.4,MilitaryHealth,R&D,Full Competition (Multiple Offers),Two Offers,7723444,1
2014,18:19.4,Navy,ERS,Competition with single offer,One Offer,705524772.8,6978
2014,18:19.4,Navy,FRS&C,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,154059760.3,210
2014,18:19.4,Navy,Fuel,Competition with single offer,One Offer,2873391.61,124
2014,18:19.4,Navy,Fuel,Full Competition (Multiple Offers),3-4 Offers,21439480.67,171
2014,18:19.4,Navy,ICT,No Competition (Other Exception),No competition,232365012.6,2612
2014,18:19.4,Navy,MED,Full Competition (Multiple Offers),3-4 Offers,7526403.656,49
2014,18:19.4,Navy,MED,Limited Competition with multiple offers,10-24 Offers,-7228001.018,343
2014,18:19.4,Navy,MED,Limited Competition with multiple offers,5-9 Offers,60556175.21,787
2014,18:19.4,Navy,MED,No Competition (Only One Source Exception),No competition,71926227.86,599
2014,18:19.4,Navy,PAMS,No Competition (Unlabeled Exception),No competition,359438.0114,19
2014,18:19.4,Navy,Products,Full Competition (Multiple Offers),10-24 Offers,10880397.35,298
2014,18:19.4,Navy,R&D,Limited Competition with multiple offers,3-4 Offers,196430581,437
2014,18:19.4,Navy,R&D,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2014,18:19.4,Other DoD,ERS,No Competition (Unlabeled Exception),No competition,-17569,1
2014,18:19.4,Other DoD,ERS,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,152196.3906,34
2014,18:19.4,Other DoD,FRS&C,Competition with single offer,One Offer,10322663.35,83
2014,18:19.4,Air Force,R&D,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2014,18:19.4,Army,NULL,Limited Competition with multiple offers,Two Offers,72.5,1
2014,18:19.4,Army,ERS,Full Competition (Multiple Offers),10-24 Offers,122531184.5,326
2014,18:19.4,Army,ERS,Limited Competition with multiple offers,Two Offers,169400306,2601
2014,18:19.4,Army,ERS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,1421772.465,13
2014,18:19.4,Army,FRS&C,Limited Competition with multiple offers,25-99 Offers,348960315.8,1084
2014,18:19.4,Army,FRS&C,Limited Competition with multiple offers,Two Offers,1097912608,5370
2014,18:19.4,Army,FRS&C,No Competition (Follow on to competed action),No competition,20921515.33,235
2014,18:19.4,Army,Fuel,Competition with single offer,One Offer,358628130.1,1555
2014,18:19.4,Army,Fuel,Limited Competition with multiple offers,5-9 Offers,1166371.972,45
2014,18:19.4,Army,Fuel,Limited Competition with multiple offers,Two Offers,42737408.71,322
2014,18:19.4,Army,Fuel,No Competition (Follow on to competed action),No competition,30700,1
2014,18:19.4,Army,Fuel,No Competition (Only One Source Exception),No competition,97824.5685,28
2014,18:19.4,Army,ICT,Competition with single offer,One Offer,300558790.6,1522
2014,18:19.4,Army,ICT,Full Competition (Multiple Offers),5-9 Offers,174328028.8,182
2014,18:19.4,Army,ICT,Limited Competition with multiple offers,5-9 Offers,599470597.4,766
2014,18:19.4,Army,PAMS,Full Competition (Multiple Offers),25-99 Offers,113939587.5,857
2014,18:19.4,Army,PAMS,Limited Competition with multiple offers,100+ Offers,15266,7
2014,18:19.4,Army,PAMS,Limited Competition with multiple offers,3-4 Offers,2693065618,5824
2014,18:19.4,Army,Products,Full Competition (Multiple Offers),100+ Offers,-118474.8337,11
2014,18:19.4,Army,Products,Full Competition (Multiple Offers),25-99 Offers,6772027.108,58
2014,18:19.4,Army,Products,Full Competition (Multiple Offers),3-4 Offers,1137668693,9151
2014,18:19.4,Army,Products,Limited Competition with multiple offers,100+ Offers,15394291.28,1581
2014,18:19.4,Army,Products,Limited Competition with multiple offers,3-4 Offers,1360652118,21534
2014,18:19.4,Army,Products,No Competition (Other Exception),No competition,3119275167,12593
2014,18:19.4,Army,R&D,No Competition (Unlabeled Exception),No competition,-163426.1099,10
2014,18:19.4,DLA,ERS,Full Competition (Multiple Offers),Two Offers,5040643.781,256
2014,18:19.4,DLA,ERS,Limited Competition with multiple offers,Two Offers,3333063.375,317
2014,18:19.4,DLA,ERS,No Competition (Follow on to competed action),No competition,486815.9344,18
2014,18:19.4,DLA,FRS&C,Limited Competition with multiple offers,25-99 Offers,-222558.4688,1
2014,18:19.4,DLA,FRS&C,Limited Competition with multiple offers,Two Offers,25971009.45,245
2014,18:19.4,DLA,Fuel,Competition with single offer,One Offer,186622906.3,647
2014,18:19.4,DLA,Fuel,Limited Competition with multiple offers,10-24 Offers,2617908.401,61
2014,18:19.4,DLA,Fuel,Limited Competition with multiple offers,5-9 Offers,3952038.569,130
2014,18:19.4,DLA,Fuel,No Competition (Only One Source Exception),No competition,476205847,144
2014,18:19.4,DLA,ICT,Competition with single offer,One Offer,94183808.05,215
2014,18:19.4,DLA,ICT,Full Competition (Multiple Offers),5-9 Offers,4186836.86,21
2014,18:19.4,DLA,ICT,Limited Competition with multiple offers,5-9 Offers,78201607.89,149
2014,18:19.4,DLA,PAMS,Limited Competition with multiple offers,25-99 Offers,58636.3718,7
2014,18:19.4,DLA,PAMS,Limited Competition with multiple offers,3-4 Offers,88820313.12,120
2014,18:19.4,DLA,Products,Full Competition (Multiple Offers),100+ Offers,4828397.174,613
2014,18:19.4,DLA,Products,Full Competition (Multiple Offers),25-99 Offers,101771530.9,2247
2014,18:19.4,DLA,Products,Full Competition (Multiple Offers),3-4 Offers,3538060278,62688
2014,18:19.4,DLA,Products,Limited Competition with multiple offers,100+ Offers,30465.7607,3
2014,18:19.4,DLA,Products,Limited Competition with multiple offers,3-4 Offers,1109266484,47704
2014,18:19.4,DLA,R&D,Limited Competition with multiple offers,Two Offers,42314.5502,16
2014,18:19.4,MDA,FRS&C,Limited Competition with multiple offers,3-4 Offers,28887,1
2014,18:19.4,MDA,Products,Competition with single offer,One Offer,6771925.01,63
2014,18:19.4,MDA,Products,Limited Competition with multiple offers,5-9 Offers,482315.3126,13
2014,18:19.4,MDA,R&D,Full Competition (Multiple Offers),25-99 Offers,4494595.379,43
2014,18:19.4,MDA,R&D,Full Competition (Multiple Offers),Two Offers,751046375.2,95
2014,18:19.4,MDA,R&D,Limited Competition with multiple offers,25-99 Offers,57302229.56,149
2014,18:19.4,MDA,R&D,Limited Competition with multiple offers,3-4 Offers,46123301.83,126
2014,18:19.4,MilitaryHealth,ERS,Limited Competition with multiple offers,Two Offers,15204,1
2014,18:19.4,MilitaryHealth,ICT,Full Competition (Multiple Offers),5-9 Offers,2360693.96,4
2014,18:19.4,MilitaryHealth,ICT,No Competition (Only One Source Exception),No competition,5262364.4,24
2014,18:19.4,MilitaryHealth,MED,Limited Competition with multiple offers,5-9 Offers,0,1
2014,18:19.4,Other DoD,ICT,Full Competition (Multiple Offers),5-9 Offers,332452869.7,2135
2014,18:19.4,Other DoD,ICT,Limited Competition with multiple offers,Two Offers,445402186.2,1162
2014,18:19.4,Other DoD,ICT,No Competition (Follow on to competed action),No competition,31683993.54,6555
2014,18:19.4,Other DoD,ICT,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,30069070.65,74
2014,18:19.4,Other DoD,PAMS,Competition with single offer,One Offer,337012246.9,1495
2014,18:19.4,Other DoD,PAMS,Limited Competition with multiple offers,25-99 Offers,283434327.7,228
2014,18:19.4,Other DoD,Products,Full Competition (Multiple Offers),100+ Offers,0,NULL
2014,18:19.4,Other DoD,Products,Full Competition (Multiple Offers),5-9 Offers,94793520.95,364
2014,18:19.4,Other DoD,Products,Full Competition (Multiple Offers),Two Offers,43378715.18,617
2014,18:19.4,Other DoD,Products,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,12463707.74,97
2014,18:19.4,Other DoD,R&D,Limited Competition with multiple offers,100+ Offers,805343.2706,72
2014,18:19.4,Other DoD,R&D,Limited Competition with multiple offers,25-99 Offers,2255144.42,60
2014,18:19.4,Other DoD,R&D,Limited Competition with multiple offers,5-9 Offers,64954927.74,161
2013,18:19.4,Air Force,FRS&C,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,0,1
2013,18:19.4,Air Force,Fuel,Full Competition (Multiple Offers),5-9 Offers,167154,2
2013,18:19.4,Air Force,ICT,No Competition (Only One Source Exception),No competition,227097962.4,1084
2013,18:19.4,Air Force,MED,Full Competition (Multiple Offers),10-24 Offers,97102,8
2013,18:19.4,Air Force,MED,Limited Competition with multiple offers,5-9 Offers,30432439.44,559
2013,18:19.4,Air Force,MED,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,340524.8125,4
2013,18:19.4,Air Force,MED,No Competition (Only One Source Exception),No competition,12323696.63,136
2013,18:19.4,Air Force,PAMS,Competition with single offer,One Offer,501168509.2,3010
2013,18:19.4,Air Force,PAMS,Full Competition (Multiple Offers),100+ Offers,200000,1
2013,18:19.4,Air Force,PAMS,Full Competition (Multiple Offers),3-4 Offers,1367923970,2277
2013,18:19.4,Air Force,PAMS,Full Competition (Multiple Offers),Two Offers,519120219.6,1016
2013,18:19.4,Air Force,PAMS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,432730,22
2013,18:19.4,Air Force,PAMS,No Competition (Other Exception),No competition,2244225105,5197
2013,18:19.4,Air Force,Products,Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),174021.36,2
2013,18:19.4,Air Force,R&D,Competition with single offer,One Offer,1533125365,3927
2013,18:19.4,Air Force,R&D,Full Competition (Multiple Offers),100+ Offers,8771135.63,72
2013,18:19.4,Air Force,R&D,Full Competition (Multiple Offers),3-4 Offers,456868900.6,1181
2013,18:19.4,Air Force,R&D,No Competition (Other Exception),No competition,1283043253,720
2013,18:19.4,Army,NULL,Competition with single offer,One Offer,-101263.63,8
2013,18:19.4,Army,ERS,Limited Competition with multiple offers,25-99 Offers,4936035.752,30
2013,18:19.4,Army,FRS&C,Full Competition (Multiple Offers),10-24 Offers,875095744.1,3173
2013,18:19.4,Army,FRS&C,Full Competition (Multiple Offers),5-9 Offers,3999713652,5319
2013,18:19.4,Army,FRS&C,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,95947039.61,100
2013,18:19.4,Army,FRS&C,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,246965189.5,1213
2013,18:19.4,Army,Fuel,Limited Competition with multiple offers,25-99 Offers,29271.5,2
2013,18:19.4,Army,ICT,Full Competition (Multiple Offers),Two Offers,279657665.5,346
2013,18:19.4,Army,ICT,Limited Competition with multiple offers,10-24 Offers,59966958.12,256
2013,18:19.4,Army,ICT,No Competition (Only One Source Exception),No competition,597135460.4,1484
2013,18:19.4,Army,ICT,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2013,18:19.4,Army,MED,Competition with single offer,One Offer,70551172.51,1513
2013,18:19.4,Army,MED,Full Competition (Multiple Offers),3-4 Offers,52913584.84,339
2013,18:19.4,Army,MED,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,44029,1
2013,18:19.4,Army,MED,No Competition (Other Exception),No competition,170444455.7,1335
2013,18:19.4,Army,PAMS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,5336250.6,62
