ParentID	FiscalYear	ObligatedAmount	ObligatedAmountIsSmall	PercentIsSmall	LargeGreaterThan3B	MaxOfAnyIsSmall	MinOfAnyIsSmall	MaxOfIsOnePercentPlusSmall	MinOfIsOnePercentPlusSmall	MaxOfAlwaysIsSmall	MinOfAlwaysIsSmall
STC GROUP	2013	33725952.25	29067547.39	0.861874	0	1	1	1	1	0	0
HYPERION SOFTWARE	2004	7474939.02	7035897.59	0.941264	0	1	0	1	0	1	0
UNITEK TECHNOLOGY	1997	87699	87699	1	0	1	1	1	1	1	1
OPTICS 1	1994	860707	860707	1	0	1	1	1	1	1	1
BLACK & DECKER	2006	119398.5	119398.5	1	0	1	1	1	1	1	1
GHM	1997	423971	148516	0.350297	0	1	0	1	0	1	0
COMMERCIAL AG & ELECTRIC	2007	109701.36	109701.36	1	0	1	1	1	1	1	1
EBAY	2007	5040	0	0	0	0	0	0	0	0	0
AM GENERAL	2009	2720071993	139291.24	0.000051	0	1	0	0	0	0	0
SIGN LANGUAGE ASSOCIATES	2013	-66179.08	-66179.08	1	0	1	1	1	1	1	1
WHITT CORPAKER	2010	16370477.27	101500.5	0.0062	0	1	1	0	0	0	0
WEEKS MARINE	1991	509000	70000	0.137524	0	1	1	1	1	0	0
CLINICAL TRIALS & SURVEY	2013	-305549	-305549	1	0	1	1	1	1	1	1
THE OF MERCER MER	2013	23689642.02	0	0	0	0	0	0	0	0	0
NAVAJO REFINING COMPANY	1994	72390559	72390559	1	0	1	1	1	1	1	1
LIEBERT	2004	1141518.28	231899	0.203149	0	1	0	1	0	1	0
GRACON	2010	26330258.7	25199558.7	0.957057	0	1	1	1	1	0	0
CONSOLIDATED GRAPHICS	2007	45071	45071	1	0	1	1	1	1	1	1
FOLEY GARSKE	2006	71737	44393	0.618829	0	1	1	1	1	0	0
INTER CON SECURITY SYSTEMS	2013	91540052.84	0	0	0	1	1	0	0	0	0
GENE LOGIC COMPANY	2010	752946	752946	1	0	1	1	1	1	1	1
CITY OF BROCKTO	2007	361546.72	0	0	0	0	0	0	0	0	0
iGOV	2013	147946992.2	138804718.9	0.938205	0	1	1	1	1	0	0
ACEINFO	2010	33350440.25	33350440.25	1	0	1	1	1	1	1	1
GOVERNMENT OF CANADA	1994	25138680	0	0	1	0	0	0	0	0	0
GLOBAL INSIGHT	2009	1572951	37347	0.023743	0	1	1	1	1	0	0
SILLIKER BIOMERIEUX	2013	1258974.81	0	0	0	0	0	0	0	0	0
INTER CON SECURITY SYSTEMS	2004	66587805.24	3145778.35	0.047242	0	1	1	1	1	0	0
LSI	1993	105000	0	0	0	0	0	0	0	0	0
WHITT CORPAKER	1999	12174974	532767	0.043759	0	1	1	1	1	0	0
Navistar International	2007	1471161603	21073079.42	0.014324	1	1	0	1	0	0	0
ALUMINUM SPECIALTIES	1996	300258	175530	0.584597	0	1	1	1	1	1	0
INSIGHT ENTERPRISES	2004	19866603.98	727560.18	0.036622	0	1	1	1	1	0	0
UNIFIRST	1998	832683	28939	0.034753	0	1	0	1	0	1	0
SIMULA	2003	641634	977700	1.523765	0	1	0	1	0	1	0
ADVANCED EQUIPMENT MAINTENANCE	2010	1544983.08	1544983.08	1	0	1	1	1	1	1	1
"Corporate Promotions, Ltd"	2012	18000	18000	1	0	1	1	1	1	1	1
RESOLUTE SYSTEMS	2009	800	800	1	0	1	1	1	1	1	1
BSCO SUBSCRIPTION SERVICES	2001	605034	0	0	0	0	0	0	0	0	0
HARVARD PILGRIM HEALTH CARE	2007	3878984	0	0	0	0	0	0	0	0	0
CONCURRENT TECHNOLOGIES CORPORATION	2001	117342675	357002	0.003042	0	1	1	0	0	0	0
TESORO	2003	250765981	46039619	0.183595	1	1	0	1	0	0	0
UNION WATER POWER COMPANY	2004	10363112	0	0	0	0	0	0	0	0	0
OHIO STATE UNI	2015	21275113.17	0	0	0	0	0	0	0	0	0
MERCURY INTERACTIVE	2004	771998.3	63506	0.082261	0	1	1	1	1	0	0
NJ AMERICAN	2001	566893	0	0	0	0	0	0	0	0	0
OCEANEERING INTERNATIONAL	2003	35218100.11	590325	0.016761	0	1	0	1	0	0	0
DDL OMNI ENGINEERING	2001	16915506.5	16022585.5	0.947212	0	1	1	1	1	1	0
BAYER	1998	7045309	125590	0.017826	0	1	0	1	0	0	0
WRENN HANDLING	2009	13617.6	6428.73	0.472089	0	1	1	1	1	0	0
SKE INTERNATIONAL	2006	16589148	0	0	0	0	0	0	0	0	0
Transparency International (TI)	2006	1950	0	0	0	0	0	0	0	0	0
TRAK COM	2015	107533	0	0	0	0	0	0	0	0	0
AP Moller MAERSK	2013	960456792.6	2721880	0.002833	1	1	0	1	0	0	0
AXEL JOHNSON	1997	747605	0	0	0	0	0	0	0	0	0
IT RESEARCH INSTITUTE	2010	138550387.5	0	0	0	0	0	0	0	0	0
APPLIED MICROSYSTEMS	2010	30315.01	0	0	0	0	0	0	0	0	0
VT GRIFFIN SERVICES	1997	316133	316133	1	0	1	1	1	1	1	1
WPP	2007	154803369.8	0	0	1	0	0	0	0	0	0
NICHOLS RESEARCH [COMPUTER SCIENCES]	1995	122382797	84482730	0.690315	0	1	1	1	1	0	0
BCP INTERNATIONAL	2011	7114102.36	2154568.33	0.302858	0	1	1	1	1	0	0
FAIRBANKS SCALES	2009	80947.25	21830	0.269681	0	1	0	1	0	0	0
MCR FEDERAL	1999	21886742	20772742	0.949101	0	1	1	1	1	1	0
FLIGHTLINE ELECTRONICS	2006	27881334	228259	0.008186	0	1	1	0	0	0	0
EDUCATIONAL TECHNOLOGY & MANAGEMENT ACADEMY	2012	-2552.55	0	0	0	0	0	0	0	0	0
LEWIS WILLIAMS CON & LOGIS	2008	898014.66	898014.66	1	0	1	1	1	1	1	1
STAR FOOD PROCESSING	1995	9086091	9086091	1	0	1	1	1	1	1	1
THE SERVICE MASTER COMPANY	2012	17482.43	8824.88	0.504785	0	1	1	1	1	0	0
BRIX	2004	839845.69	839845.69	1	0	1	1	1	1	1	1
MICRO NETWORKS	2000	57720	57720	1	0	1	1	1	1	1	1
NOBLIS	1998	10639083	454334	0.042704	0	1	1	1	1	0	0
AEPCO	2006	17742619	17742619	1	0	1	1	1	1	1	1
WEST PUBLISHING	2001	10889386	1943112	0.17844	0	1	0	1	0	0	0
BURLINGTON ENV	2014	-16206.44	0	0	0	0	0	0	0	0	0
EAGLE INDUSTRIES UNLIMITED	2013	1453598.663	24593.4805	0.016919	0	1	1	1	1	0	0
HASKELL COMPANY	2009	63613459.04	0	0	0	0	0	0	0	0	0
BURLINGTON ENV	2011	2906191.59	0	0	0	0	0	0	0	0	0
WEST PUBLISHING	1998	431631	0	0	0	0	0	0	0	0	0
ARCHITECTURE TECHNOLOGY	2003	2447355	2447355	1	0	1	1	1	1	1	1
IL KWANG INDUSTRIAL	2009	18879962.08	0	0	0	0	0	0	0	0	0
APOGEE ENTERPRISES	2001	7010612	2458070	0.350621	0	1	0	1	0	1	0
CENTENNIAL CONTRACTORS ENT	2004	83765053	0	0	0	1	1	0	0	0	0
AIRPORT EQUIPMENT RENTALS	2003	186304	186304	1	0	1	1	1	1	1	1
BRIX	2007	6620805.95	6620805.95	1	0	1	1	1	1	1	1
UNIVERSAL SAFETY RESPONSE	2009	215057.97	74709	0.34739	0	1	1	1	1	0	0
NICHOLS RESEARCH [COMPUTER SCIENCES]	1992	86573582	75708355	0.874497	0	1	1	1	1	0	0
SEMPRA ENERGY	2014	5747478.96	0	0	0	0	0	0	0	0	0
CARDINAL HEALTH	2009	890097235.5	1559614.47	0.001752	1	1	0	1	0	0	0
FAIRBANKS SCALES	2012	49106.93	-19502.11	-0.397135	0	1	0	1	0	0	0
CARMEL MARINA	2014	1023300.663	0	0	0	0	0	0	0	0	0
GENERAL ELECTRIC	1999	1379035149	5744834	0.004165	1	1	0	1	0	1	0
TELDATA COMMUNICATIONS	2014	517973.67	426766.53	0.823915	0	1	1	1	1	0	0
BCP INTERNATIONAL	2014	-63926.511	-60653.561	0.948801	0	1	1	1	1	0	0
LIFE CYCLE ENGINEERING	1995	7381113	7239313	0.980788	0	1	1	1	1	0	0
THE SERVICE MASTER COMPANY	2009	56226.48	40000	0.711408	0	1	1	1	1	0	0
LOUVIERE STRATTON & YOKEL	2002	1054000	1054000	1	0	1	1	1	1	1	1
ALTEGRITY	2009	392684529.5	0	0	0	1	1	0	0	0	0
GRANITE CONSTRUCTION COMPANY	1990	13117000	0	0	0	0	0	0	0	0	0
CENTENNIAL CONTRACTORS ENT	1998	68030210	891103	0.013098	0	1	1	1	1	0	0
AEPCO	2009	17038139.71	17026876.71	0.999338	0	1	1	1	1	0	0
BURLINGTON ENV	2008	2867193.25	0	0	0	0	0	0	0	0	0
DONALD TARINELLI ARCHITECT	2005	-14101	-14101	1	0	1	1	1	1	1	1
STAR FOOD PROCESSING	1998	3167539	3167539	1	0	1	1	1	1	1	1
GE ROLLS-ROYCE FIGHTER ENGINE TEAM [GE/ROLLS ROYCE]	2009	408584611.8	0	0	1	0	0	0	0	0	0
DIVERSIFIED DISTRIBUTORS INTL	2002	771204	771204	1	0	1	1	1	1	1	1
UNION PACIFIC RESOURCES	2009	37766.92	0	0	0	0	0	0	0	0	0
EMS TECHNOLOGIES	1998	34050	0	0	0	0	0	0	0	0	0
OSI	2004	15131250.77	321822.5	0.021268	0	1	1	1	0	1	0
ARTAIS	2004	312265.1	30365.1	0.097241	0	1	1	1	1	0	0
TIMKEN CO	1995	1798350	97069	0.053976	0	1	1	1	1	0	0
DELTA DENTAL	1999	26076963	0	0	1	0	0	0	0	0	0
HUMBOLT BANK	2004	3460	3460	1	0	1	1	1	1	1	1
DECISIONONE HO	1999	679443	0	0	0	0	0	0	0	0	0
TRIUMPH GROUP	2012	1100512.18	0	0	0	0	0	0	0	0	0
PRI	2001	4515329	4515329	1	0	1	1	1	1	1	1
HSU DEVELOPMENT COMPANY	2003	14083182.59	14039683.59	0.996911	0	1	1	1	1	0	0
LISTING DOUGLAS J	2006	27285283.93	20422093.93	0.748465	0	1	1	1	1	0	0
PMX INDUSTRIES	2001	32775000	0	0	0	0	0	0	0	0	0
EG & G [URS]	1993	110011516	156795	0.001425	0	1	0	1	0	0	0
EAGLE HELICOPTERS	2007	104556.98	104556.98	1	0	1	1	1	1	1	1
NAN INC	1998	34132576	34132576	1	0	1	1	1	1	1	1
CAE	2012	70638587.7	119336	0.001689	0	1	0	1	0	0	0
HIREONEPERSONNELSERV	2003	80391.32	80391.32	1	0	1	1	1	1	1	1
JOHNSON MATTHEY INVESTMENTS	2015	5457.58	0	0	0	0	0	0	0	0	0
THE HELIX GROUP	2003	1531188.115	1201599.834	0.784749	0	1	1	1	1	0	0
UNION PACIFIC RESOURCES	2012	-44	0	0	0	0	0	0	0	0	0
KELLY SERVICES	1996	64400	32000	0.496894	1	1	0	1	0	1	0
BOOZ ALLEN HAMILTON	2006	2059242650	50641770	0.024592	1	1	0	1	0	1	0
THEODOR WILLE INTERTRADE GMBH	2007	76497321	6118	0.000079	0	1	0	0	0	0	0
EMS TECHNOLOGIES	2001	4908228	0	0	0	0	0	0	0	0	0
PHILIPS	2015	24505536.38	4851.84	0.000197	1	1	0	0	0	0	0
CAE	2009	10544890.36	331536.28	0.03144	0	1	0	1	0	1	0
OCEAN SHIPHOLDINGS	2001	104161000	86261000	0.82815	0	1	0	1	0	1	0
VAISALA HOLDING	2009	18731841.62	42322.54	0.002259	0	1	1	1	0	0	0
UNIVERSAL SPACE NETWORK	2006	485727	485727	1	0	1	1	1	1	1	1
GILBERT ASSOCIATES	2012	-1635871.13	0	0	1	0	0	0	0	0	0
HESCO BASTION	2001	119797	0	0	0	0	0	0	0	0	0
TIMKEN CO	1998	489016	34299	0.070138	0	1	1	1	1	0	0
GEO MARINE	1999	5812159	3337185	0.574173	0	1	1	1	1	0	0
CONTINENTAL	1999	12912394	51832	0.004014	0	1	1	0	0	0	0
LISTING DOUGLAS J	2009	15409011.76	15283516.76	0.991855	0	1	1	1	1	0	0
TRIUMPH GROUP	2015	275863.4	10279.08	0.037261	0	1	0	1	0	1	0
SYBASE	2004	15395799.45	68481	0.004448	0	1	0	0	0	0	0
ORBITAL SCIENCES	2004	125747477.9	27820	0.000221	0	1	0	0	0	0	0
WARTSILA HOLDING	2014	39030200.21	82082.1308	0.002103	0	1	1	0	0	0	0
HIH USA MANAGE	1997	1062010	0	0	0	0	0	0	0	0	0
GROUP FINANCIA	1997	3332032	0	0	0	0	0	0	0	0	0
FIRST ENERGY	2007	2096167	0	0	0	0	0	0	0	0	0
GE ROLLS-ROYCE FIGHTER ENGINE TEAM [GE/ROLLS ROYCE]	2006	352213692	0	0	1	0	0	0	0	0	0
ASEA BROWN BOUERI	2003	-281992	0	0	0	0	0	0	0	0	0
CDI MARINE	1997	13848045	0	0	0	0	0	0	0	0	0
PREMIER TECHNOLOGY GROUP	2006	168526.45	168526.45	1	0	1	1	1	1	1	1
SWIRE PACIFIC	2000	25785	0	0	0	0	0	0	0	0	0
INVISION TECHNOLOGIES [GENERAL ELECTRIC]	1997	1663857	1663857	1	0	1	1	1	1	1	1
WESTERN FILTER	2009	2616376	1394758	0.533087	0	1	1	1	1	0	0
AECOM TECHNOLOGY	2001	12648961.34	-19000	-0.001502	1	1	0	1	0	1	0
UNIVERSITY OF COLORADO	2011	63279583.77	0	0	0	0	0	0	0	0	0
PROCTER & GAMBLE	2014	157765.6695	0	0	1	0	0	0	0	0	0
SJ THOMPSON	2008	1423790.86	1416790.86	0.995083	0	1	1	1	1	0	0
TELTARA 	2003	6207371	6207371	1	0	1	1	1	1	1	1
MACAULAY BROWN	2004	40727415.96	30927244.27	0.759371	0	1	0	1	0	0	0
GENERAL DYNAMICS	2006	12880165349	271737407.4	0.021097	1	1	0	1	0	1	0
PROGRAM MANAGMENT COMPANY	2002	1079637	7000	0.006483	0	1	1	0	0	0	0
EBSCO INDUSTRIES	2005	22628431.52	618676.5	0.02734	0	1	0	1	0	1	0
SJ THOMPSON	2011	3068172.05	3068172.05	1	0	1	1	1	1	1	1
TRANSPORT INTERNATIONAL POOL	2010	33160	0	0	0	0	0	0	0	0	0
HOOPER	2014	4789	4789	1	0	1	1	1	1	1	1
FIRST DATA	2002	840085	0	0	1	0	0	0	0	0	0
CARGOTEC	2012	120631169	3175.56	0.000026	1	1	1	0	0	0	0
CUTTING EDGE OPTRONICS	2012	206077	0	0	0	0	0	0	0	0	0
ALEC ACQUISITIONS SUB	2011	257703.63	70243.31	0.272574	0	1	1	1	1	0	0
LASON	2002	4114375	425985	0.103535	0	1	0	1	0	1	0
KIMBALL	2011	38926619.67	256845.69	0.006598	0	1	0	0	0	0	0
KURY COBHAM	2002	131000	131000	1	0	1	1	1	1	1	1
TUTOR PERINI	2009	13022731.58	0	0	1	0	0	0	0	0	0
SOUTHWEST RESEARCH INSTITUTE	1999	30503950	321441	0.010537	0	1	1	1	1	0	0
CALISTA	2001	4560022	4560022	1	0	1	1	1	1	1	1
CONTRACK INTERNATIONAL	1999	73342181	0	0	0	0	0	0	0	0	0
MORGAN STANLEY DEAN WITT CORPER	2009	10985093	0	0	0	0	0	0	0	0	0
HEICO	1999	1233020	1140005	0.924563	0	1	0	1	0	1	0
POST BUCKLEY SCHUH & JERNIGA	2008	37525432.97	248292.08	0.006616	0	1	0	1	0	1	0
MCBRIDE & ASSOCIATED	2008	-70730.22	7992	-0.112992	0	1	1	0	0	0	0
WESTERN FILTER	2012	2351105.03	1138075.45	0.484059	0	1	1	1	1	0	0
SUNDSTRAND	2006	75209964.2	0	0	0	0	0	0	0	0	0
THE HERTZ	2007	1772402.89	9563	0.005395	0	1	0	0	0	0	0
CINERGY	2012	1382881.74	127600	0.092271	0	1	1	1	1	0	0
US INVESTIGATIONS SERVICES	2001	17439556.12	17325556.12	0.993463	0	1	1	1	1	0	0
CINERGY	2009	750000	0	0	0	0	0	0	0	0	0
MOHAWK INDUSTRIES	2003	1369140.94	0	0	0	0	0	0	0	0	0
BANK OF AMERICA	2014	74450918	0	0	1	0	0	0	0	0	0
GRUNLEY WALSH JOINT VENTURE [Grunley Construction/William V. Walsh Construction]	2013	-274426	0	0	0	0	0	0	0	0	0
MACAULAY BROWN	1998	3130706	3130706	1	0	1	1	1	1	1	1
ROBERTS MOTOR	2001	81450	0	0	0	0	0	0	0	0	0
ZAF Group	2002	2057000	0	0	0	0	0	0	0	0	0
MINERAL HOLDING	2001	14716254	10536000	0.715943	0	1	1	1	1	0	0
CUTTING EDGE OPTRONICS	2015	529261.6	0	0	0	0	0	0	0	0	0
THE HERTZ	2004	4715152.07	174115	0.036926	0	1	0	1	0	0	0
SOUTHWEST RESEARCH INSTITUTE	1996	26411048	271895	0.010294	0	1	0	1	0	0	0
FOWLER HEALTHCA	2004	16150.6	0	0	0	0	0	0	0	0	0
WASHINGTON GROUP INTERNATIONAL [URS]	2001	156331750	0	0	0	0	0	0	0	0	0
LABEL MASTER	2010	129698.17	81643.17	0.629485	0	1	1	1	1	0	0
PRIMEDIA	2004	2232882.92	1009279.92	0.452007	0	1	1	1	1	1	0
OREGON IRON WORKS	2003	2778505	2778505	1	0	1	1	1	1	1	1
AMERICAN MEDICA	2012	6990611.46	872865.52	0.124862	0	1	0	1	0	1	0
UNIVERSITY OF ALABAMA	2001	32805738	0	0	0	1	0	0	0	0	0
HOLLYFRONTIER	2011	25758380	0	0	1	0	0	0	0	0	0
ARROW ELECTRIC	2002	11748	11748	1	0	1	1	1	1	1	1
CHUCK FUNKE	2002	11741188.2	11611187.2	0.988927	0	1	1	1	1	0	0
ICARO INTERNATIONAL SERVICES SA	2014	67563736.56	0	0	0	0	0	0	0	0	0
COMPUTER OF AMERICA	2015	1562828	1605420	1.027253	0	1	1	1	1	0	0
OSHKOSH	2015	1386393116	70358.73	0.00005	1	1	0	0	0	0	0
TELALASKA	2012	167814.28	75068	0.447327	0	1	1	1	1	0	0
APPLE COMPUTER	1998	244546	0	0	1	0	0	0	0	0	0
PRICEWATERHOUSECOOPERS	2015	131563925.6	0	0	1	0	0	0	0	0	0
HIGHMARK	1998	314923297	0	0	1	0	0	0	0	0	0
C & D TECHNOLOGIES	2015	2684703.43	110662	0.041219	0	1	1	1	1	0	0
LYKES LINES	2015	42325159.9	0	0	0	0	0	0	0	0	0
ELBIT SYSTEMS	1995	124082	0	0	0	0	0	0	0	0	0
TODD SHIPYARDS	2015	3091927.83	201724.24	0.065242	0	1	0	1	0	0	0
CERES ENVIRONMENTAL	2015	255169.8	252669.8	0.990202	0	1	1	1	1	0	0
BANNER HEALTH SYSTEM ORGANIZAT	2015	476083.9	0	0	0	0	0	0	0	0	0
C & D TECHNOLOGIES	2012	2161884.27	0	0	0	0	0	0	0	0	0
KUWAIT PETROLEUM	2015	195131830.6	0	0	1	0	0	0	0	0	0
LYKES LINES	1992	1374035	0	0	0	0	0	0	0	0	0
UNISON INDUSTRIES LLC [SLICK AIRCRAFT PRODUCTS]	2015	12189281.24	0	0	0	0	0	0	0	0	0
APPLE COMPUTER	1995	117262	0	0	1	0	0	0	0	0	0
ALEGRADO ESMEDARIUS SAN JUAN	2013	141814.36	141814.36	1	0	1	1	1	1	1	1
AMERICAN STANDARD	2010	32942121.92	97840.76	0.00297	0	1	0	1	0	0	0
THE ALEUT	2010	18289568.34	11185266.04	0.611565	0	1	1	1	1	0	0
CHERNENKOFF SID	2000	104000	0	0	0	0	0	0	0	0	0
NOVARTIS DIAGNOSTICS	2010	74991914.29	4060.7	0.000054	1	1	1	0	0	0	0
AMTECH ELEVATOR SERVICES	1994	515981	0	0	0	0	0	0	0	0	0
VIRGINIA COMMONWEALTH UNIV	1997	272970	0	0	0	0	0	0	0	0	0
DEPARTMENT OF ENERGY	2003	728928589	0	0	1	0	0	0	0	0	0
ACCENTURE	2000	173636700	0	0	1	0	0	0	0	0	0
HJ GROUP VENTU	1997	3810796	3810796	1	0	1	1	1	1	1	1
HIGGINS DEVELOPMENT PARTNERS	2004	88182253	0	0	0	0	0	0	0	0	0
FARRELL LINES	2000	50783809	25208759	0.496393	0	1	1	1	1	0	0
JOINT VENTURE [UT-BATTELLE]	2013	1203775022	0	0	1	0	0	0	0	0	0
JOHN Q HAMMONS HOTELS	2007	659301.24	0	0	0	0	0	0	0	0	0
"UNIVERSITY OF CHICAGO, THE"	2007	-145586019.2	35020	-0.00024	0	1	1	1	0	0	0
SYSTEM PLANNING	1994	24457649	16566426	0.677351	0	1	1	1	1	0	0
KCI HOLDINGS	1997	313345	45700	0.145845	0	1	1	1	1	0	0
TLM MANUFACTURING	2003	7960331	7960331	1	0	1	1	1	1	1	1
AEGIS DEFENCE SERVICES	2004	92310681	0	0	0	0	0	0	0	0	0
PASSPORT SYSTEMS	2007	4915303	4915303	1	0	1	1	1	1	1	1
DELOITTE	2003	150761946.8	451250	0.002993	1	1	0	1	0	0	0
UNIVERSITY OF CALIFORNIA	2013	1197312558	38750	0.000032	1	1	0	1	0	0	0
SNC	2000	582725	137067	0.235217	0	1	1	1	1	0	0
CADENCE GROUP	2006	469844.52	469844.52	1	0	1	1	1	1	1	1
DIVERSIFIED GROUP	2007	383676	0	0	0	0	0	0	0	0	0
MILITARY PRODUCE GROUP	2013	208715639.4	208715639.4	1	0	1	1	1	1	1	1
MORGAN MEMORIA	2013	2603764.657	0	0	0	0	0	0	0	0	0
CENTRAL HUDSON	1990	1804000	0	0	0	0	0	0	0	0	0
SEACON/BRANTNER ASSOCIATES	2000	1086488	1086488	1	0	1	1	1	1	1	1
WELLPOINT	2013	247206136.3	22503618	0.091031	1	1	1	1	1	0	0
EAGLE GROUP	2008	144378875.1	54764544.57	0.379311	0	1	1	1	1	0	0
TECH SYM	2002	39155009	28381	0.000724	0	1	1	0	0	0	0
ABS GROUP OF COMPANIES	2004	1550144.7	1371323.7	0.884642	0	1	0	1	0	0	0
CELLULIFE	2002	161652	161652	1	0	1	1	1	1	1	1
UNTEC OF AMERICA	2002	200370	200370	1	0	1	1	1	1	1	1
LEGEND TECHNIC	1999	34763	34763	1	0	1	1	1	1	1	1
Thermo Dynamics	2014	28213.5	28213.5	1	0	1	1	1	1	1	1
NETWORK EQUIPMENT TECHNOLOGIES	2000	55140083	45119743	0.818274	0	1	1	1	1	0	0
PACIFIC MARINE	2013	13801350	12684889	0.919104	0	1	1	1	1	0	0
INTELLIGENT SOFTWARE	2000	110000	110000	1	0	1	1	1	1	1	1
BURNS & MCDONNELL	2013	43961973.77	143477.2212	0.003263	0	1	0	1	0	0	0
SYNNEX	2013	10962521.47	560	0.000051	0	1	1	0	0	0	0
MOOG CLASS A	2010	87340212.06	124198.57	0.001422	0	1	0	1	0	0	0
DEWBERRY	2004	86947786.1	346500	0.003985	0	1	0	1	0	0	0
GEOMETRICS	2010	1575296.32	740679	0.470183	0	1	1	1	1	0	0
XINETICS BUSINESS TRUST	2013	-13364.1696	-13364.1696	1	0	1	1	1	1	0	0
CORPORATE EXPRESS	2003	5113329	5047329	0.987092	0	1	1	1	1	0	0
KIEWET	2010	25271616.53	0	0	1	0	0	0	0	0	0
MOOG CLASS A	2013	149118482	351692	0.002358	0	1	0	1	0	0	0
PLANET PACIFIC	2003	215274	0	0	0	0	0	0	0	0	0
EASTERN COMPUTERS	2003	62664	62664	1	0	1	1	1	1	1	1
NETWORK EQUIPMENT TECHNOLOGIES	1997	56242313	54226201	0.964153	0	1	1	1	1	0	0
PACIFIC MARINE	2010	5470345	5470345	1	0	1	1	1	1	1	1
GATE PETROLEUM COMPANY	2010	-443434.46	0	0	0	0	0	0	0	0	0
FEDEX	2013	891919891.2	54425.1013	0.000061	1	1	0	1	0	0	0
LADISH	2003	107900	0	0	0	0	0	0	0	0	0
USA EDUCATION	2003	-256000	0	0	0	0	0	0	0	0	0
PITNEY BOWES	2010	104446034.7	296172.35	0.002835	0	1	0	1	0	1	0
B & K RENTALS AN	2013	25950	25950	1	0	1	1	1	1	1	1
MILPITAS CA	2007	436327.21	92148.38	0.211191	0	1	1	1	1	0	0
VIRGINIA ELECTRIC & POWER	1997	16989582	1096194	0.064521	1	1	0	1	0	1	0
SPARKLE MAINTE	2007	652684	652684	1	0	1	1	1	1	1	1
TIC HOLDINGS	2003	264873	0	0	0	0	0	0	0	0	0
TOYON RESEARCH	1994	3332014	2907514	0.872599	0	1	1	1	1	0	0
SUN MICROSYSTEMS	2003	9176118	6318	0.000688	1	1	0	0	0	0	0
KNOLL	1997	10967332	117618	0.010724	0	1	0	1	0	1	0
SYNNEX	2010	14926571.92	0	0	0	0	0	0	0	0	0
KIEWET	2007	114810	0	0	1	0	0	0	0	0	0
MTC TECHNOLOGIES	2010	180678.41	-373366.18	-2.066468	0	1	1	0	0	0	0
Mansfield Oil	2003	1581890.98	243068.98	0.153657	0	1	1	1	1	0	0
SECURE COMPUTING	1997	2621084	2547724	0.972011	0	1	1	1	1	0	0
MORAN TOWING	2013	14533332.29	108148.1808	0.007441	0	1	0	1	0	1	0
MAYO GROUP PRAC	2000	465000	0	0	0	0	0	0	0	0	0
B & K RENTALS AN	2010	105279.1	105279.1	1	0	1	1	1	1	1	1
EASTERN COMPUTERS	2000	2600364	2408364	0.926164	0	1	1	1	1	0	0
VETERANS ENTERPRISE TECHNOLOGY SOLUTIONS	2013	52439308.29	52439308.29	1	0	1	1	1	1	1	1
XINETICS BUSINESS TRUST	2010	2430699.65	1410032.65	0.580093	0	1	1	1	1	0	0
SPARKLE MAINTE	2004	3605504	3605504	1	0	1	1	1	1	1	1
VIRGINIA ELECTRIC & POWER	2000	114113413	198000	0.001735	1	1	0	1	0	1	0
MILPITAS CA	2004	1171160.36	82056	0.070063	0	1	1	1	1	0	0
ROLLS ROYCE	1991	221122000	0	0	1	0	0	0	0	0	0
3M	2007	43144335.81	277461.95	0.006431	1	1	0	1	0	1	0
ESI HOLDING	2010	613	0	0	0	0	0	0	0	0	0
ENMRSH	2013	2570275.688	1810709.57	0.70448	0	1	1	1	1	0	0
STATE OF OREGON	2010	11957.82	0	0	0	0	0	0	0	0	0
CALIFORNIA INSTITUTE OF TECHNOLOGY	2010	1656644818	0	0	0	0	0	0	0	0	0
RUST UTILITY SERVICES INTERN	2010	27539	0	0	0	0	0	0	0	0	0
SECURITAS AB	2013	282593006.2	0	0	1	0	0	0	0	0	0
PREMARK INTERNATIONAL	1997	1472959	0	0	0	0	0	0	0	0	0
CONSOLIDATED RIGGING & MARINE	2004	137453	137453	1	0	1	1	1	1	1	1
AFFILIATED COMPUTER SERVICES [XEROX]	2010	12354.92	-1390	-0.112505	1	1	1	0	0	0	0
DIVERSITY SERVICES	2013	263358.96	263358.96	1	0	1	1	1	1	1	1
Aid Pvt. Ltd	2013	1650000	0	0	0	0	0	0	0	0	0
CDI	1990	208000	208000	1	0	1	1	1	1	1	1
TRIPLE S CONSU	2000	66000	66000	1	0	1	1	1	1	1	1
UNIVERSITY OF TENNESSEE	2004	2591696.4	0	0	0	0	0	0	0	0	0
RIDGE TECHNOLOGY	2003	884947	884947	1	0	1	1	1	1	1	1
CONTRACT MANAGEMENT	2010	5406320.74	5406320.74	1	0	1	1	1	1	1	1
BITWISE DESIGNS	2010	16094277.75	417292.32	0.025927	0	1	1	1	0	0	0
CALIBRE SYSTEMS	2004	52049775.9	118000	0.002267	0	1	1	0	0	0	0
AES	2000	1067594	914594	0.856687	1	1	0	1	0	1	0
RAYMOND HANDLI	2013	65288.8296	15218.5	0.233095	0	1	0	1	0	0	0
PEOPLESOFT	1997	1777708	0	0	0	0	0	0	0	0	0
LEADING TECHNOLOGY COMPOSITES	2010	683963.46	678121.46	0.991458	0	1	1	1	1	0	0
VSE	2013	240953142.3	14843870.98	0.061604	0	1	0	1	0	0	0
SEACOR SMIT	2007	4400001	0	0	0	1	1	0	0	0	0
